username,user_id,city,country,gender,year_of_birth,CSP,goals,level_of_education
Oliv123,4680792,,,,,,,
Oliv33,,,,,,,,
oliv47,,,,,,,,
oliv69,9211136,,,,,,,
Oliv73,545877,,,,,,,
Oliv75,,,,,,,,
Oliv76,,,,,,,,
olivan22,,,,,,,,
OlivaPrat,10966594,,,,,,,
olivarchi,546177,,,,,,,
OlivC,,None,,m,1982,,,p
OlivD,4353576,,,,,,,
OlivDls,,Paris,FR,,None,,"Ingénieur Matériaux de formation et actuellement en doctorat de chimie, j'aimerais rajouter une compétence sur les microcontroleurs pour etre capable d'interfacer des capteurs (COV, humidité, poussières, T°...) et de les intégrer à des équipements déjà existants dans notre laboratoire universitaire par exemple.",p
olive,10057,,,,,,,
olive_doh,,,,,,,,
Olive_Fourchaise,5349235,,,,,,,
Olive-Dreyfus,3225605,,,,,,,
olive12,7756436,,,,,,,
Olive42,1924967,,,,,,,
olive71,,nimes,FR,m,1971,,,hs
olive84,,Avignon,FR,m,1974,,,p
oliveaubert,,,,,,,,
olivecst,,,,,,,,
olivedemarie,,,,,,,,
olivedenice,623904,,,,,,,
olivedobrasil,,None,,m,1971,,,m
oliveira58,1777009,,,,,,,
oliveirafrancois,,Cairon,FR,m,1967,,"Pour l'instant, par curiosité",p
Olivelux,,,,,,,,
oliveng,10652961,,,,,,,
OliveNoire,,,,,,,,
Oliver100,7668471,,,,,,,
oliver41,16020204,,,,,,,
oliver44,,,,,,,,
oliver67,,strasbourg,FR,m,1975,"Artisan, commerçant ou chef d\'entreprise","facilité de suivi, contenu des cours",m
Oliver69,,,,,,,,
OliverBeguin,,Paris,FR,m,1999,,,hs
OliverBXL2,7661921,,,,,,,
oliverf1,7373291,,,,,,,
OLIVERFABY,3077813,,,,,,,
OliverG,,,,,,,,
oliverv,2556485,,,,,,,
OliverWhite,6995797,,,,,,,
OliveRyck,495540,None,FR,m,1971,Enseignant,,m
Olivette37,,,,,,,,
Olivetto,8196590,,,,,,,
OliveYest,,,,,,,,
Olivia_11,,,,,,,,
Olivia_Cvlr,,,,,,,,
Olivia_J,5730013,,,,,,,
Olivia56,5298487,,,f,,Employé,,
Olivia6223,,,,,,,,
oliviaberg,6094549,,,,,,,
OliviaCarstocea,11534295,,,,,,,
Oliviacoucou,,,,,,,,
OliviaE,,,,,,,,
oliviagirard,701481,,,,,,,
OliviaGrondin,1769797,,,,,,,
OliviaIdmhand,,,,,,,,
OliviaKU,335052,,,,,,,
OliviaL92,,,,,,,,
OliviaLaporte,,,,,,,,
Olivialehmans,,,,,,,,
OliviaLuna,3592347,,,,,,,
OliviaMoore,7033086,,,,,,,
OliviaMortier,1356084,,,,,,,
oliviaolf,6360121,,,,,,,
oliviaopp,10409252,,,,,,,
Oliviapgt,,,,,,,,
oliviaphanmaha,,Paris,FR,f,1983,,I would like to learn arduino and programing languages.,m
oliviara,,,,,,,,
Olivier__G,,,,,,,,
Olivier_06,,,,,,,,
Olivier_12,,,,,,,,
Olivier_13,1172754,Marseille,FR,m,1977,,,m
Olivier_66,,,,,,,,
Olivier_69,,,,,,,,
olivier_75,,,,,,,,
Olivier_77Ch202,,,,,,,,
Olivier_80,,,,,,,,
Olivier_Audric,,La Seyne Sur Mer,FR,m,2000,Etudiant,J'ai du temps et je souhaite m’améliorer en Arduino ,el
Olivier_B,,None,,m,1975,,,m
olivier_barbier,,,,,,,,
olivier_chauvin,,,,,,,,
olivier_dac,4983406,,,,,,,
Olivier_Darrouzet,,None,,m,1970,,Html est un domaine que je ne connais pas bien. Ce cours est l'occasion de me familiariser avec HTML5.,m
Olivier_DUCLOT,,None,,m,1977,,"Passionné de numérique, mais ayant une formation en BTS Maintenance Industrielle, mes connaissances dans ce domaine se limite a ce que j'ai put apprendre en entreprise ""sur le tas"" , j'aimerais donc pouvoir profiter des cours disponibles dans ce domaine particulièrement, mais pas uniquement, les formations en management m'intéresse aussi particulièrement.
Par ailleurs, mon activité professionnel et personnel ne me permette pas de suivre un cursus via le CNAM ou autre formation en présentiel, les formations via le FUN permettant une organisation plus souple je pourrais enfin accéder au savoir qui me passionne.

",hs
Olivier_Francais,,,,,,,,
olivier_GIB,,,,,,Prof interm,,
Olivier_Graff,,,,,,,,
Olivier_H,2403023,,,,,,,
olivier_IPM,5369134,,,,,,,
olivier_k,,Le trait,FR,m,1973,,,m
Olivier_Kerbrat,,None,,m,1981,,,p
Olivier_Kmer,11011657,,,,,,,
olivier_marty,8437753,,,,,,,
Olivier_Molins,,,,,,,,
Olivier_Paillard,,,,,,,,
olivier_paul,325122,,,,,,,
Olivier_Perlot,33967,,,,,,,
Olivier_Van_Peteghem,11533443,,,,,,,
Olivier_Vandenplas,8550498,,,,,,,
Olivier_W,1069815,,,,,,,
olivier_weis,,,,,,,,
Olivier-1000,6291997,,,,,,,
Olivier-40,,,,,,,,
Olivier-67340,17131598,,,,,,,
Olivier-BENOIT,,,,,,,,
Olivier-Fer,,,,,,,,
Olivier-LEGOU-IDEE,,,,,,,,
Olivier-Margerand,2363936,,,,,,,
Olivier-Oreggia,11361779,,,,,,,
olivier-roch,,,,,,,,
Olivier-Rouillard,3390817,,,,,,,
Olivier-T,,,,,,,,
Olivier-Z,2990042,Paris,FR,m,1983,,"la curiosité du monde qui nous entoure, la volonté d'actualiser et d'étendre mes connaissances.  ",m
olivier001,,None,,m,1987,,,jhs
olivier0705,,Douala,CM,m,1991,,,b
Olivier10,1013598,,,,,,,
olivier1974,6433096,,,,,,,
olivier2201,,,,,,,,
olivier267,,,,,,,,
Olivier3003,17050061,,,,,,,
Olivier33210,17615559,,,,,,,
Olivier33fr,2566420,,,,,,,
olivier34000,4605453,,,,,,,
Olivier35500,,,,,,,,
olivier37,938739,,,,,,,
Olivier38260,,,,,,,,
Olivier4263,,,,,,,,
Olivier51,1310438,,,,,,,
Olivier52023,,,,,,,,
olivier62,,,,,,,,
olivier6229,,,,,,,,
Olivier63,,,,,,,,
Olivier69,,,,,,,,
olivier74,,None,,m,1974,,,a
Olivier76,,,,,,,,
olivier77260,,,,,,,,
olivier88,528414,,,,,,,
Olivier89,4867624,,,,,,,
olivier95,,,,m,,Enseignant,,
Olivier997,,,,,,,,
olivieragbagnon,5401918,,,,,,,
Olivieraist63,6036916,,,,,,,
OlivierAl,246447,,,,,,,
olivieralbrecht,,None,,,None,,Je suis curieux de tout et je chercher aussi à m'améliorer professionnellement.,
olivierandre,3835625,,,,,,,
OlivierAnge,,,,,,,,
OlivierAuverlot,,None,,m,1969,,"Actuellement ingénieur d'étude en informatique au LIFL (Laboratoire d'Informatique Fondamentale de Lille), je souhaite approfondir mes connaissances.",m
olivierAv,,Bourg-lès-Valence,FR,m,1969,,"fort intérêt pour le trail, je suis pratiquant régulier et je cherche de sinfos sur le sujet",m
olivierb1,1987222,,,,,,,
OlivierB3,,,,,,,,
OlivierB44,3468268,,,,,,,
OlivierBadet,1126779,,,,,,,
OlivierBerard,80608,,,,,,,
OlivierBERTO,3499732,,,,,,,
OlivierBilo,6486991,,,,,,,
olivierblanc,16689408,,,,,,,
OlivierBn,,,,,,,,
OlivierBoudon,,,,,,,,
OlivierBouisset,276111,,,,,,,
olivierboul,,,,,,,,
OlivierBoyer,446361,,,,,,,
OlivierBullat,,,,,,,,
Olivierc_1,,,,,,,,
OlivierC12,175040,,,,,,,
OlivierC37,11654495,,,,,,,
oliviercarpels,4920587,,,,,,,
oliviercathala,,,,,,,,
Oliviercf,,Choisy le Roi,FR,m,1984,,,m
OlivierCh,439116,,,,,,,
OlivierCHANCRIN,,,,,,,,
oliviercla,,,,m,,Prof interm,,
OlivierCo,103219,,,,,,,
OlivierCOLLET,7758686,,,,,,,
OlivierCompes,,Nancy,FR,m,1966,,souhaite développer de nouvelles compétences,m
OlivierCorby,1064547,,,,,,,
oliviercoudurier,2280107,,,,,,,
OlivierCOUTERET,,None,,m,1970,,Développer ma culture générale,m
olivierD95,,,,,,,,
OlivierDAGNAT,702258,,,,,,,
OlivierDameron,,Rennes,FR,m,1974,,,p
olivierdangles,936591,,,,,,,
OlivierData,,,,,,,,
olivierdb,699827,,,,,,,
olivierdethailande,,BANGKOK,TH,m,1977,,,b
OlivierDLMR,,None,,m,1980,,L'envie d'apprendre,none
OlivierDotreppe,,ANDENNE,BE,m,1969,,,m
Olivierdu38,,Lyon,FR,m,1973,,,m
olivierdu83,,,,,,,,
OlivierDuvinage,,None,,m,1971,Enseignant,Découvrir un nouveau domaine d application,m
OlivierDX,955656,,,,,,,
oliviere75,18195785,,,,,,,
olivierfavre,,,,,,,,
OlivierFormateur,2437751,Bruxelles,BE,m,1963,Enseignant,"Je suis chargé de l'analyse des besoins d'un développement informatique dans le secteur pédagogique, à l'institut de formation ""Bruxelles Formation"". J'utilise UML et BPMN pour modéliser ces besoins (to be) mais aussi les processus (as is).",jhs
olivierfr37,,,,,,,,
OlivierFT,9129176,,,,,,,
OlivierFuturProf,,,,,,,,
OlivierG66,,,,,,,,
OlivierGasquet,,None,,m,1963,,Curiosité,p
OlivierGlow,,,,,,,,
oliviergrossat,,paris,FR,m,1978,,,hs
olivierh2o,,,,,,,,
Olivierino,1340958,,,,,,,
OlivierJ,324105,,,,,,,
olivierjlt,,,,,,,,
OlivierJn,,,,,,,,
OlivierJR,,,,,,,,
OlivierKGB,826519,,,,,,,
OlivierKorn,774433,,,,,,,
OlivierKueny,568701,,,,,,,
OlivierL,,,,,,,,
OlivierLab,16735640,,,,,,,
OlivierLaboulet,8300509,,,,,,,
OlivierLambeaux,,Namur,BE,m,1979,,,m
OlivierLanceleve,,,,,,,,
OlivierLaNeve,425052,,,,,,,
olivierlassausse,8423713,,,,,,,
OlivierLavergne,,,,,,,,
olivierlecam,,Houdan,FR,m,1968,Prof interm,,hs
olivierleclercq,,,,m,,"Cadre, sup",,
OlivierLeconte,,Pleucadeuc,FR,m,1965,,Découverte de sujets variés.,m
olivierlecouturier,,None,,m,1972,,culture personnelle,hs
OlivierLel,,,,,,,,
olivierletz,,,,,,,,
olivierlonguet,,,,m,,Enseignant,,
OlivierLoo,,,,,,,,
OlivierMAINARD,5221054,,,,,,,
OlivierMalea,,None,,m,1978,,"Développeur en poste, je souhaite monter en compétences et consolider mes acquis, et pourquoi vérifier la valeur de mes compétences.
La formule proposée me parait hautement intéressante et attractive.",m
OlivierManic,,saint malo,FR,m,1983,,,b
OLIVIERMARG,,,,,,,,
oliviermarquez,1113117,,,,,,,
OlivierMatence,,,,,,,,
OlivierMauras,,,,,,,,
OlivierMAURY,,,,,,,,
olivierMavre,,Notre-dame du marillais,FR,m,1975,,Intérêt général pour la technologie.,b
oliviermg,,Paris,FR,m,1978,,,hs
OlivierMichelP,263271,,,,,,,
OlivierMiniailo,,,,,,,,
OlivierMiralles,,,,,,,,
OlivierMoll,2405866,,,,,,,
OlivierMonSeb,,,,,,,,
OlivierMOOC44,,,,,,,,
OlivierMordacque,,None,FR,m,1975,"Cadre, sup",,p
OlivierMory,10619732,,,,,,,
OlivierMTL,,,,,,,,
OlivierMULUMBA,,,,,,,,
Oliviernaillod,,,,,,,,
OlivierNarcisse,2134801,,,,,,,
OlivierNoc,,,,,,,,
oliviernocent,,Reims,FR,m,1972,,"Impliqué dans un projet de recherche au croisement de l'informatique et des arts du spectacle, j'envisage d'utiliser des objets connectés à base d'Arduino",p
olivierorthomedika,,,,,,,,
OlivierP2,,paris,FR,,None,,,
OlivierP75,6624974,,,,,,,
olivierpag,12903306,,,,,,,
olivierparrot,,,,,,,,
OlivierPaul_TSP,11856885,,,,,,,
OlivierPerrinFun,,,,,,,,
Olivierpetit75,,,,,,,,
OlivierPeulen,3559467,,,,,,,
olivierphy,,None,,m,1983,,"pouvoir suivre des formation sur deux points :
1/ Sciences (ma formation initiale : DEA physique)
2/ Management en entreprise (future activité) ",m
OlivierPIAU,,,,,,,,
OLIVIERPICARD,157226,,,,,,,
olivierplot,,,,,,,,
Olivierpru,,,,,,,,
olivierRA,3758184,,,,,,,
olivierreusa,,,,,,,,
olivierS26,,Montelimar,FR,m,1970,,,
OlivierSB,2601180,,,,,,,
OlivierSchimpf,163958,,,,,,,
OlivierSeller,594012,,,,,,,
olivierseys,,,,,,,,
OlivierSg,,,,,,,,
OlivierSimon,,,,,,,,
oliviersolin,,,,,,,,
oliviersoro,6865042,,,,,,,
oliviert96,,,,,,,,
oliviertchintchin,,,,,,,,
OlivierTEM,,,,,,,,
OlivierThoni,166205,,,,,,,
OlivierTLSE,,Toulouse,FR,m,1973,,"Accéder à des cours, des formations de bonnes qualités",m
OlivierTraining,,,,,,,,
Oliviertwist69,,lyon,FR,m,1977,,Souhait d évolution professionnelle ,m
olivierV,160529,,,,,,,
OlivierVerdy,187143,,,,,,,
olivierveron,135143,None,,m,1971,,,b
OlivierVH,543639,,,,,,,
olivierzuccarelli,,,,,,,,
oliviusdm,,None,,m,1979,,Apprendre a creer des animations en HTML,m
Olivkaza,5047456,,,,,,,
olivman71,,LOCMARIA PLOUZANE,FR,m,1971,,,m
Olivoil,,Nivelles,BE,m,1969,"Cadre, sup",Curiosité,m
OlivOliv,4706769,,,,,,,
OliVoyager,199188,,,,,,,
olivR,3375508,,,,,,,
Olivt,,,,,,,,
OLIXA,5660525,,,,,,,
olixa1,,,,,,,,
olizax,4067246,,,,,,,
Oljeso,2907075,,,,,,,
ollido,6264133,,,,,,,
Ollie_08,2845902,,,,,,,
olliebolwell06,14025456,,,,,,,
ollierm,,,,,,,,
Ollivier_D,,,,,,,,
ollivieral,8401038,,,,,,,
OLLIVIJO,3976113,,,,,,,
olllivia,8139555,,,,,,,
ollv,,,,m,,Employé,,
Olly12,,,,,,,,
olmaillard,,,,,,,,
Olmar,514362,,,,,,,
Olmartin,,,,,,,,
OlMen,3545214,,,,,,,
olmo35,,,,,,,,
olmougin,5492531,,,,,,,
OLN72,,,,,,,,
OlofSivertsson,,Linköping,SE,m,1981,,,m
Olom,,,,,,,,
Olongo,,,,,,,,
Olongour,12825991,,,,,,,
Oloron,,Bordeaux,FR,m,1970,,Interaction designer #drupal #themer,m
OLORY,161315,,,,,,,
Oloyedetaiwo,8036867,,,,,,,
oloynet,,Clarensac,FR,,None,,,
olpha,,paris,FR,f,1988,,"Je suis passionnée des innovations, de nouveaux défis et entrepreneuriat. 
J'ai un but, créer ma Start up dans le domaine du digital. FUN me permettra de me former correctement afin d’atteindre mon but. 
Je souhaite faire partir de FUN et bénéficier de toutes les informations utiles, les cours, les activités ... 
Merci par avance.",m
olpino,,,,,,,,
olrobert,,,,,,,,
OLRY,3180383,,,,,,,
Ols,4456488,,,,,,,
olschneider,,,,,,,,
Olsen4,,,,,,,,
Oltho,,,,,,,,
Oltrivor,8177601,,,,,,,
Olu007,498126,,,,,,,
OLudo,,,,,,,,
olufayooni,10890126,,,,,,,
Olufumie,9184546,,,,,,,
Olugbemis,2373247,,,,,,,
oluj,,Guerigny,FR,m,1984,,,other
Olukayode-Olunaike,10618757,,,,,,,
Olukayode0331,6343368,,,,,,,
OluMatthews,5995576,,,,,,,
Olundi,4495281,,,,,,,
OlusojiSamuel,4526174,,,,,,,
Oluwaseunfunmi,6520132,,,,,,,
OluwoleTCole,11533372,,,,,,,
olvage1990,,abidjan,CI,m,1990,,j' ai une soif d'apprendre.,hs
olvak,,Abidjan,CI,m,1983,Recherche emploi,J'aimerais me former sur divers sujets par le biais de vos formations.,m
olvdanie,1838023,,,,,,,
OlvrM,,Bordeaux,FR,m,1985,,Intérêt dans l'exploitation d'Arduino,m
Olweg,5948158,,,,,,,
Olwine,16461880,,,,,,,
oly182,331611,,,,,,,
olydia,6990727,,,,,,,
Olympe309,,,,,,,,
Olympe66,,,,,,,,
OLYMPE68,9165256,,,,,,,
olympedegouges,342252,,,,,,,
Olympia,,,,,,,,
olympic22,10510822,,,,,,,
olyvya,4475802,,,,,,,
Om-ar,,,,m,,Etudiant,,
Om-marwa,7747726,,,,,,,
Omaazouz,,,,,,,,
omaes,,None,,m,1968,,Auto formation,m
omaeth,9975649,,,,,,,
omagne,,,,,,,,
omagnien,,,,,,,,
omaima_karroum,,Kenitra,MA,f,1996,,approfondir mes acquis,jhs
Omaimaaaaa,6079039,,,,,,,
omaisonneuve,,,,,,,,
omakeche,4830080,,,,,,,
OMAKOR-JOSEPH_2013,11398981,,,,,,,
omalige,,,,,,,,
Omam4701,8766953,,,,,,,
omandacjr,10271445,,,,,,,
Omar_AlNuaimi,11491093,,,,,,,
omar_ba,17781480,,,,,,,
Omar_Marigo,13530607,,,,,,,
Omar_ZC,18142185,,,,,,,
Omar-Microbiologiste,10864831,,,,,,,
omar0502,318954,,,,,,,
omar0taha,1072467,,,,,,,
omar14,,,,,,,,
omar16,3934866,,,,,,,
omar4,5618939,,,,,,,
Omar983,11016209,,,,,,,
Omara-Aloko,9545312,,,,,,,
Omarabd,,,,,,,,
omarABDELLAOUI,,,,,,,,
OmarAmNe,,,,,,,,
OmarAYAD,,None,,m,1984,,,m
Omarbach,,,,,,,,
omarbellahcene,,fes,MA,m,1995,,,
omarbmd,,,,,,,,
OMARBZ,,CHELGHOUM LAID,DZ,m,1992,Etudiant,more education ,m
omarcasablanca,,,,,,,,
omarchiboub,,sfax,TN,m,1993,,améliorer la connaissance ,m
OmarCMSAIDIE,,,,,,,,
OmarDiane,,,,,,,,
omardiouri,,Fès,MA,m,1990,,,p
Omardr,,,,,,,,
omarel,,Youssoufia,MA,m,1995,,,b
omarelkaddafi,,,,,,,,
omareux,,SAINT-DENIS,RE,m,1984,,L'envie d'en savoir sur les technologie mise en œuvre de nos jours et approfondir mes connaissance technique.,b
OMARFE,,,,,,,,
omarfer,8832203,,,,,,,
omargamboagonzalez,,,,,,,,
omarh,,Skikda,DZ,m,1993,,,m
OmarHadjali,,,,,,,,
Omarhagouch,,,,,,,,
OmarHD,,,,,,,,
OmarHesham22,10863962,,,,,,,
OmarHOSNI,,Paris,FR,m,1987,,,m
omarimaz,6183129,,,,,,,
omario74,6216145,,,,,,,
omarios007,,,,,,,,
omarjlopezg,10600262,,,,,,,
omarkhan786,7138817,,,,,,,
omarkr,5926777,,,,,,,
OmarLC,,Ecatepec de Morelos,MX,m,1993,,,hs
omarloie,,,,,,,,
OmarMegloud,,,,,,,,
OmarMHassan,10209228,,,,,,,
Omarnia,,,,,,,,
omarnn,19731393,,,,,,,
omaroc,701013,,,,,,,
Omarom,,,,,,,,
OMaroua,5840372,,,,,,,
omarquez,,,,,,,,
OmarRaade2a1,10952086,,,,,,,
OmarRachid,,None,,m,1991,,,other
Omarsah,13766689,,,,,,,
OmarSalem92,3779295,,,,,,,
omarsalum,10844323,,,,,,,
omarsekouti,3255800,,,,,,,
Omartinage,,,,,,,,
omartinez,,,,,,,,
Omarunik,,None,,m,1985,,"Dans une perspective de renforcement de mes connaissances dans le domaine de la philosophie afin de valoriser ces acquis  par rapport à mon domaine de recherche qu'est les sciences sociales des religions, je me sens dans l'obligation de d'adapter à un cursus qui me permettra d'avoir une large connaissance du champ philosophique. C'est la raison pour laquelle je suis intéressé par ce FUN et je serais prêt à m'investir le plus possible si les conditions me le permettent.",b
omarvb6,,casablanca,MA,m,1985,,Mieux comprendre!,m
OMARX,,,,,,,,
omatija,18823945,,,,,,,
omatine,13535941,,,,,,,
OMax,,Yaoundé,CM,m,1968,"Cadre, sup","Ayant découvert les cours par l'intermédiaire d'un ami, j'ai été très  intéressé par les sujets abordés. ",b
omayosilver,10587277,,,,,,,
omayou,,,,m,,Prof interm,,
Omayr,,,,,,,,
omba,,kinshasa,CD,m,None,,,
OmBallamudi,604922,,,,,,,
Ombayam,20725744,,,,,,,
ombelinemartin,5321311,,,,,,,
Ombline20,6276301,,,,,,,
Ombreloup,,,,,,,,
omcdonnell,3362273,,,,,,,
OMD,6189166,,,,,,,
omder,,,,,,,,
omdoumbouya,5148271,,,,,,,
ome123,3429825,,,,,,,
OMECAVENIR,,,,,,,,
Omed12,13125493,,,,,,,
Omeg,,,,,,,,
omega76,,Rouen,FR,f,1990,,"Ingénieur Essais Terrain dans le domaine de l'équipement sportif, je cherche à pousser mes compétences statistiques et informatiques. Mon objectif est de potentiellement évoluer vers le métier de Data Scientist",m
omegahuguette_2017,,,,,,,,
omenacer,,,,,,,,
Omendas,1099542,,,,,,,
Omer-SOGLO,,,,,,,,
Omer2,,,,,,,,
Omer2017,,,,,,,,
omeras,,,,,,,,
OmerS,5471669,,,,,,,
omersarito,,,,,,,,
OmerUET,3709778,,,,,,,
omessaad,,,,,,,,
omg1396,10975490,,,,,,,
OMGD,5470823,,,,,,,
OMGTD,4586379,,,,,,,
OMI,,,,,,,,
omichel2,,,,,,,,
omichel72,,,,,,,,
Omicrho,11301602,,,,,,,
omicron,,,,m,,Retraité,,
omidmt,153801,,,,,,,
omidsadeghi,259238,,,,,,,
omidz79,3825173,,,,,,,
omig,2402341,,,,,,,
omilosz,,Toulon,FR,m,1974,,,hs
Omilude,10906088,,,,,,,
OminousEx,,,,,,,,
Omisere,5107324,,,,,,,
omkab,,,,,,,,
Omkar_ncl,9213503,,,,,,,
omkarsalvi1993,10528508,,,,,,,
Ommar,,Marrakech,MA,m,1993,,,m
ommi,,,,,,,,
Omnisigh,3187571,,,,,,,
omoko,,,,,,,,
Omololami,8315508,,,,,,,
omongenoty,,,,,,,,
omopet,2366061,,,,,,,
omoresnet,5955574,,,,,,,
omosuna98,22078359,,,,,,,
OmotayoOpaola,5407712,,,,,,,
omowale,,,,,,,,
OMP,346200,,,,,,,
OMQ,,Paris,FR,m,1976,,,m
Omrghad,5208145,,,,,,,
Omri_Fedia,,kasserine,TN,f,1994,,,m
omsingh,1807606,,,,,,,
omta,,Paris,FR,m,1989,,,m
omwatt,,dakar,SN,m,1990,,très très motivé a cette idée,b
OMY,,,,,,,,
omzak,,Banfora,BF,m,None,,,el
omzoway,,,,,,,,
Onagre,2975561,,,,,,,
onas07,4484241,,,,,,,
ONath,,,,,,,,
onawaz,6345066,,,,,,,
oncukayalar,2814312,,,,,,,
OND02,876903,,,,,,,
ondenot,1187364,,,,,,,
ondesx,4610874,,,,,,,
OndineF,,,,,,,,
ondk13,,,,,,,,
Ondoma,10878218,,,,,,,
ondoye,1304776,,,,,,,
One_T,4574478,,,,,,,
Oneace,,,,,,,,
OneAir,,,,,,,,
Oneal004,1706082,,,,,,,
onebist,,,,,,,,
oneday,,,,,,,,
Oneiks,4420931,,,,,,,
Oneka123,10910383,,,,,,,
onekadama,,,,,,,,
ONEL8,,,,,,,,
Onelinelernen,492564,,,,,,,
onell,,paris,FR,m,1979,,m'ouvrir sur d'autre domaines,m
ONemesis,,Bordeaux,FR,m,1996,,Juste de la curiosité,jhs
OneMore,,Abu Dhabi,AE,f,1973,,,m
Onepunchmann,,,,,,,,
Onesime75,,,,,,,,
onewavoeke,,,,,,,,
ongandzijjo,,,,,,,,
ONGCS,,,,,,,,
onhinawa,,,,,,,,
OnibakuCombi,,METZ,FR,m,1984,,"Je suis intéressé par ce mooc car j ai intégré il y a quelques mois le Fab Lab de Metz et je travaille sur un projet de culture hydroponique où il y aura différents capteurs et autres à connecter. Et même si je suis en charge de la partie structure du projet je souhaite m'intéresser à la question d'Arduino. En parallèle je suis en train de monter mon atelier de design (j ai une formation d architecte) et les objets intelligents font clairement partie de mes objectifs à moyens/longs termes. 

Bien cordialement,
O.P.",m
onid,,,,,,,,
onieloux,,None,,m,1977,,Amélioration de mes connaissances. Envie de reprendre des études,b
Onigbinde_Ope,12259595,,,,,,,
OnigiriSama,5344876,,,,,,,
onih_val,10906032,,,,,,,
oniharinoro,,,,,,,,
oniigiri,,,,,,,,
Onin,,TOULOUSE,FR,m,2002,,,el
Onitaharris,11752071,,,,,,,
OnixBtp,,,,,,,,
onizoku,,Sannois,FR,m,1985,,,m
onizuka90,1036510,,,,,,,
onja7,5495344,,,,,,,
onjadorah,,,,,,,,
onjo,2276399,,,,,,,
OnkarM,3220814,,,,,,,
ONLY,5919460,,,,,,,
only1ged,5295697,,,,,,,
OnlyBlack,,,,,,,,
onlytoine,28204,,,,,,,
Onoela,8402203,,,,,,,
Onome,1196786,,,,,,,
onono,,,,,,,,
onoreka,,,,,,,,
onouris,,,,,,,,
onourry,,,,,,,,
Ons_18,5652557,,,,,,,
onsimini,106017,,,,,,,
onsjelassi,187512,,,,,,,
onwumereo,11490129,,,,,,,
onyeckerous,11585485,,,,,,,
onyram,8928868,,,,,,,
OOC,,,,,,,,
oogheneriode,11996062,,,,,,,
oogs,385634,,,,,,,
ooliv,,Paris,FR,m,1990,,,m
OolivierR,,Beaupréau,FR,m,1970,,Intérêt personnel pour la programmation.,jhs
Oolopez,8918038,,,,,,,
oomallet,,,,,,,,
OomyoO,,,,,,,,
ooohoneyyy,4124282,,,,,,,
Ooooh,,,,,,,,
oooollllie,18331361,,,,,,,
ootsidebox,,,,,,,,
ooumar,,,,,,,,
OOXXOO,,,,,,,,
OP75,1201506,,,,,,,
opa06,,Nice,FR,m,1967,,,m
Opalhills,,,,,,,,
OPaq,691746,,,,,,,
oparadis,,,,,,,,
opardanaud,,GRENOBLE,FR,m,1988,,,m
Opcalim,2957765,,,,,,,
OpeloyeruAdewale,8803102,,,,,,,
OpenChris,2565916,,,,,,,
opened_mind,1773772,,,,,,,
openFun,,abidjan,CI,,None,,,
OpenHero,4236284,,,,,,,
openlibre68,7183847,,,,,,,
OPENNING,,,,,,,,
Openspirit,,,,,,,,
opensys,2421195,,,,,,,
opensys7,,,,,,,,
opercy,6016249,,,,,,,
Operrault,,,,,,,,
operri,,,,,,,,
OPersian,,Kharkiv,UA,f,1989,,Je voudrais mieux comprendre la culture française avec des cours pertinents; maintent mon niveau du Français est entre B1 et B2,m
opetit0,8013611,,,,,,,
Opetiteau,1321583,,,,,,,
opeugnet,5806732,,,,,,,
OPEX,,,,,,,,
OPGSMarc,,,,,,,,
Oph,10627,,,,,,,
Ophe17,,,,,,,,
ophea44,,,,,,,,
Ophealix,,,,,,,,
ophedrm,5797114,,,,,,,
OphelBen,3491053,,,,,,,
Ophelia-kouassit,6509536,,,,,,,
Ophelie0497,,,,,,,,
Ophelie274,,,,,,,,
ophelieAmorosi,,,,,,,,
opheliebrt,,,,,,,,
OphelieBSG,,,,,,,,
OphelieCarreras,537048,,,,,,,
OphelieDS,643749,,,,,,,
OpheLys,,,,,,,,
Ophilias,2370944,,,,,,,
Ophix,,,,m,,"Cadre, sup",,
OphLC,,,,,,,,
Opiccinini,,,,,,,,
opictoprocto,1772777,,,,,,,
opiddkp,87625,,,,,,,
opiera,,,,,,,,
opio_anthony,7200261,,,,,,,
opiot,2596452,,,,,,,
Opirax,4860412,,,,,,,
Opirelly,,,,m,,Etudiant,,
opisano,4286229,,,,,,,
opmarq,,tanger,MA,m,1994,,,m
opoirot,,marseille,FR,,None,,,
Oponpon,,Paris,FR,m,1980,,Curiosité et soif d'apprendre ,
opotin,,,,,,,,
opouyet,,,,,,,,
OPrisca,5504258,,,,,,,
Optimam,,,,,,,,
optimuscarter,5113222,,,,,,,
Optimusprime,7038532,,,,,,,
OptimusPrime1,,,,,,,,
OptionFred,,,,,,,,
opus100,,Nancy,FR,m,1962,,"Je suis prof d'informatique en prépa, et j'y enseigne Python. J'apprends ce langage en autodidacte, mais une formation sérieuse me fera le plus grand bien.",m
opusdei,5808994,,,,,,,
oquedville,,,,,,,,
OQvx,5268706,,,,,,,
OR23,5915683,,,,,,,
OR58,3807840,,,,,,,
or93,2640282,,,,,,,
oracle93,,,,,,,,
oracledior,541611,,,,,,,
oramine,,,,,,,,
Orange_Carre,8630198,,,,,,,
orange06,686292,,,,,,,
Orange10,8740996,,,,,,,
Orangeade,,,,,,,,
orangeamere,,,,,,,,
Orangenikita,328524,,,,,,,
Orangewillow,11314193,,,,,,,
